Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Dec-23,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Jan-24,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Feb-24,38,38,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Mar-24,43,43,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Apr-24,26,26,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,May-24,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Jun-24,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 149 Battalion Medical Reception Station Ojo,Jul-24,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Oct-23,49,49,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Nov-23,43,43,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Dec-23,24,24,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Jan-24,57,57,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Feb-24,37,37,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Mar-24,35,35,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Apr-24,34,34,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,May-24,47,47,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Jun-24,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 661 Nigerian Airforce Hospital Ikeja,Jul-24,46,46,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Oct-23,28,28,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Nov-23,39,39,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Dec-23,42,42,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Jan-24,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Feb-24,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Mar-24,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Apr-24,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,May-24,42,42,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Jun-24,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la 68 Nigerian Army Reference Hospital Yaba,Jul-24,37,37,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Oct-23,28,28,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Nov-23,21,21,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Dec-23,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Jan-24,18,18,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Feb-24,13,13,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Mar-24,16,16,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Apr-24,13,13,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",May-24,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Jun-24,14,14,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),"la 9 Brigade Medical Center, Ikeja",Jul-24,17,17,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Oct-23,18,18,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Nov-23,17,17,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Dec-23,8,8,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Jan-24,19,19,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Feb-24,15,15,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Mar-24,9,9,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Apr-24,12,12,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,May-24,15,15,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Jun-24,7,7,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Military Hospital Lagos,Jul-24,16,16,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Oct-23,34,34,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Nov-23,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Dec-23,59,59,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Jan-24,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Feb-24,48,48,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Mar-24,41,41,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Apr-24,42,42,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,May-24,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Jun-24,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigeria Airforce Mother and Child Hospital Badagry,Jul-24,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Oct-23,58,58,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Nov-23,70,70,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Dec-23,48,48,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Jan-24,63,63,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Feb-24,57,57,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Mar-24,68,68,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Apr-24,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,May-24,52,52,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Jun-24,38,38,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Nigerian Navy Reference Hospital Ojo,Jul-24,61,61,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Oct-23,18,18,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Nov-23,12,12,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Dec-23,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Jan-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Feb-24,14,14,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Mar-24,11,11,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Apr-24,18,18,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,May-24,14,14,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Jun-24,9,9,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),la Obisessan Naval Medical Center Lagos,Jul-24,16,16,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Oct-23,29,29,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Nov-23,29,29,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Dec-23,28,28,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Jan-24,29,29,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Feb-24,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Mar-24,15,15,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Apr-24,19,19,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,May-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Jun-24,24,24,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),na 177 Guards Battalion Medical Reception Station Keffi,Jul-24,29,29,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Oct-23,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Nov-23,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Dec-23,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Jan-24,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Feb-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Mar-24,20,20,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Apr-24,37,37,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,May-24,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Jun-24,52,52,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 013 Quick Response Force Medical Centre Minna,Jul-24,37,37,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Oct-23,51,51,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Nov-23,50,50,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Dec-23,46,46,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Jan-24,48,48,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Feb-24,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Mar-24,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Apr-24,29,29,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,May-24,24,24,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Jun-24,29,29,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 102 Guards Battalion Medical Reception Station,Jul-24,34,34,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Oct-23,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Nov-23,32,32,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Dec-23,31,31,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Jan-24,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Feb-24,40,40,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Mar-24,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Apr-24,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,May-24,27,27,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Jun-24,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),ni 31 Artillery Brigade Medical Center Minna,Jul-24,38,38,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Oct-23,53,53,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Nov-23,43,43,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Dec-23,33,33,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Jan-24,46,46,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Feb-24,52,52,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Mar-24,41,41,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Apr-24,36,36,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,May-24,60,60,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Jun-24,43,43,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),oy 2 Division Medical Services and Hospital Ibadan,Jul-24,45,45,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Oct-23,25,25,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Nov-23,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Dec-23,19,19,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Jan-24,46,46,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Feb-24,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Mar-24,30,30,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Apr-24,21,21,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,May-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Jun-24,23,23,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 3 Division Medical Services and Hospital Jos,Jul-24,42,42,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 563 Nigerian Airforce Hospital Jos,Oct-23,43,43,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 563 Nigerian Airforce Hospital Jos,Nov-23,44,44,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 563 Nigerian Airforce Hospital Jos,Dec-23,22,22,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 563 Nigerian Airforce Hospital Jos,Jan-24,43,43,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 563 Nigerian Airforce Hospital Jos,Feb-24,41,41,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 563 Nigerian Airforce Hospital Jos,Mar-24,42,42,1,1,1,1
PMTCT_STAT Numerator: Pregnant women who know their HIV Status (ANC1),pl 563 Nigerian Airforce Hospital Jos,Apr-24,57,57,1,1,1,1
